doculect,glottologFamily,iso,population,latitude,longitude,continent,nPhonemes
FRIULIAN,Indo-European,fur,300000,46.17,12.9,Europe,39
YOM,Atlantic-Congo,pil,300000,9.83,1.83,Africa,38
ARI,South_Omotic,aiw,298300,6.0,36.58,Africa,36
MABA_CHAD,Maban,mde,296000,13.75,20.83,Africa,29
TUPURI,Atlantic-Congo,tui,284000,10.17,14.75,Africa,56
TUVAN,Turkic,tyv,283400,52.0,95.0,Asia,29
NAWAR_ZUTT,Indo-European,rmt,281670,32.0,35.0,Asia,45
INNEMOR,Afro-Asiatic,ior,280000,8.0,38.0,Africa,47
GEN,Atlantic-Congo,gej,278900,6.25,1.75,Africa,44
AVBIANWU,Atlantic-Congo,ets,274000,7.25,6.5,Africa,36
TZELTAL_BACHAJON,Mayan,tzh,273000,16.92,-92.0,SouthAmerica,30
CHIN_THADO,Sino-Tibetan,tcz,269200,24.42,93.92,Asia,34
KARA_BODOE,Atlantic-Congo,gya,267000,6.0,15.0,Africa,53
LOMA_LIBERIA,Mande,lom,266000,8.0,-9.5,Africa,42
NAGA_AO,Sino-Tibetan,njo,261000,26.58,94.67,Asia,20
SIBUTU_SOUTHERN_SAMA,Austronesian,ssb,260000,4.5,118.5,Asia,23
MAPUDUNGUN_3,Araucanian,arn,258410,-38.0,-72.0,SouthAmerica,26
LAMA,Atlantic-Congo,las,258000,9.67,1.17,Africa,53
KALABARI,Ijoid,ijn,258000,4.46,6.53,Africa,43
SODDO,Afro-Asiatic,gru,255000,8.5,38.5,Africa,41
ILIT,Kunama,kun,254430,14.5,36.92,Africa,26
SORA,Austroasiatic,srb,253000,20.0,84.33,Asia,31
BADE,Afro-Asiatic,bde,250000,12.83,10.5,Africa,46
OBOLO,Atlantic-Congo,ann,250000,4.58,7.83,Africa,37
IGEDE,Atlantic-Congo,ige,250000,6.53,8.2,Africa,38
ETON_CAMEROON,Atlantic-Congo,eto,250000,4.25,11.5,Africa,38
DINKA_SOUTH_CENTRAL,Nilotic,dib,250000,6.83,30.0,Africa,60
AMBONESE_MALAY,Austronesian,abs,249020,-3.83,128.2,Oceania,23
OKRIKA,Ijoid,okr,248000,4.45,7.03,Africa,36
PNAR_JOWAI,Austroasiatic,pbv,247000,25.16,92.16,Asia,39
CHAM_WESTERN,Austronesian,cja,246000,12.0,105.0,Asia,35
KAGULU,Atlantic-Congo,kki,241000,-6.33,37.0,Africa,31
SABAOT,Nilotic,spy,241000,1.0,34.75,Africa,31
KHARIA,Austroasiatic,khr,240240,22.5,84.33,Asia,41
LAMNSOQ,Atlantic-Congo,lns,240000,6.17,10.75,Africa,45
KAMBERA,Austronesian,xbr,240000,-9.83,120.5,Oceania,29
DZONGKHA,Sino-Tibetan,dzo,237080,27.5,89.6,Asia,58
ZINACANTAN_TZOTZIL,Mayan,tzo,235000,16.35,-92.5,SouthAmerica,26
KOM,Atlantic-Congo,bkm,233000,6.25,10.33,Africa,75
KASEM,Atlantic-Congo,xsm,232600,11.25,-1.25,Africa,40
NISHING,Sino-Tibetan,njz,230000,27.5,93.5,Asia,27
CHOL_TILA,Mayan,ctu,222000,17.4,-92.48,SouthAmerica,26
SUKWA,Atlantic-Congo,ndh,220000,-9.3,33.2,Africa,31
GUMUZ,Gumuz,guk,219000,12.5,35.83,Africa,44
OCCITAN_ARANESE,Indo-European,oci,218310,42.72,0.84,Europe,59
XAMTANGA,Afro-Asiatic,xan,213000,12.42,38.83,Africa,30
MEDUMBA,Atlantic-Congo,byv,210000,5.08,10.5,Africa,25
LOGO,Central_Sudanic,log,210000,3.5,30.0,Africa,39
BRETON,Indo-European,bre,206000,48.0,-3.0,Europe,42
JITA,Atlantic-Congo,jit,205000,-1.5,34.0,Africa,29
NAMA_2,Khoe-Kwadi,naq,202200,-25.5,18.0,Africa,33
YALA,Atlantic-Congo,yba,200000,6.75,8.62,Africa,38
SANTA_MONGOLIAN,Mongolic,sce,200000,31.5,107.5,Asia,34
GBEYA,Atlantic-Congo,gbp,200000,6.67,17.5,Africa,45
IRULA,Dravidian,iru,200000,10.9,76.8,Asia,52
KOYRA_CHIINI,Songhay,khq,200000,17.0,-3.0,Africa,36
KUPANG_MALAY,Austronesian,mkn,200000,-10.18,123.58,Oceania,25
TANGALE,Afro-Asiatic,tan,200000,9.75,11.33,Africa,60
MESQAN,Afro-Asiatic,mvz,195000,8.1,38.34,Africa,41
HERERO_2,Atlantic-Congo,her,191700,-20.58,19.0,Africa,26
SUMBWA,Atlantic-Congo,suw,191000,-3.67,32.0,Africa,32
VAI,Mande,vai,186800,6.92,-11.25,Africa,43
CHONYI,Atlantic-Congo,coh,184000,-3.72,39.75,Africa,47
SOUTHERN_BOBO_MADARE,Mande,bwq,181000,11.5,-4.33,Africa,38
TONGAN_2,Austronesian,ton,180910,-21.17,-175.17,Oceania,17
SHERBRO,Atlantic-Congo,bun,178000,7.5,-12.5,Africa,31
MEHRI,Afro-Asiatic,gdq,177800,17.0,51.5,Asia,45
ANUFO,Atlantic-Congo,cko,177200,10.08,0.25,Africa,43
AHANTE,Atlantic-Congo,aha,175000,4.9,-2.0,Africa,40
SHILLUK,Nilotic,shk,175000,9.67,31.75,Africa,54
NAGA_LOTHA,Sino-Tibetan,njh,170000,26.5,94.25,Asia,46
NAVAJO,Athabaskan-Eyak-Tlingit,nav,169000,36.17,-108.0,NorthAmerica,54
BULI_GHANA,Atlantic-Congo,bwu,168000,10.5,-1.25,Africa,46
IRISH_GAELIC,Indo-European,gle,167940,53.0,-8.0,Europe,68
KWANGALI_2,Atlantic-Congo,kwn,167900,-18.0,19.5,Africa,27
SRE,Austroasiatic,kpm,166000,11.5,108.0,Asia,37
ABUJHMARIA,Dravidian,mrr,165000,19.5,81.0,Asia,39
SHERPA,Sino-Tibetan,xsr,164100,27.75,86.83,Asia,50
LOKELE_ISANGI,Atlantic-Congo,khy,160000,0.17,23.83,Africa,30
KUVI,Dravidian,kxv,158000,18.75,82.67,Asia,37
MOORIORI,Austronesian,mri,157980,-44.0,-176.53,Oceania,20
GIDICHO,Ta-Ne-Omotic,kqy,157000,6.33,38.08,Africa,61
KOMI_ZYRIAN,Uralic,kpv,156000,65.0,55.0,Europe,36
WOBE,Atlantic-Congo,wob,156000,7.42,-7.33,Africa,48
LAK,Nakh-Daghestanian,lbe,154800,42.17,47.17,Asia,69
ABKHAZ,Abkhaz-Adyge,abk,152740,43.08,41.0,Asia,62
MONGUOR,Mongolic,mjg,152000,36.0,102.0,Asia,28
MEEN,Surmic,mym,151000,5.0,37.0,Africa,40
LAPULU_BAJAU,Austronesian,bdl,150000,-4.33,123.0,Oceania,32
BOKO,Mande,bqc,150000,10.5,3.5,Africa,34
QUICHUA_IMBABURA_2,Quechuan,qvi,150000,0.27,-78.23,SouthAmerica,20
MUPUN,Afro-Asiatic,sur,150000,9.5,8.83,Africa,37
RAJBANSHI,Indo-European,rjs,147000,26.5,87.7,Asia,43
NAWDM,Atlantic-Congo,nmz,146000,8.67,1.0,Africa,35
ANYUAK,Nilotic,anu,142600,8.0,33.5,Africa,47
NAGA_TANGKHUL,Sino-Tibetan,nmf,142000,25.0,94.5,Asia,40
NZEBI_1,Atlantic-Congo,nzb,140000,-1.25,13.0,Africa,34
EGGON,Atlantic-Congo,ego,140000,8.67,8.58,Africa,42
FEFE_2,Atlantic-Congo,fmp,140000,5.25,10.17,Africa,25
ZINZA_2,Atlantic-Congo,zin,138000,-2.0,31.7,Africa,30
BANDI,Mande,bza,138000,8.08,-10.25,Africa,48
SENOUFO_TAGWANA,Atlantic-Congo,tgw,138000,8.75,-5.25,Africa,45
J321_KISA,Atlantic-Congo,lks,137000,0.3,34.5,Africa,38
MARGI,Afro-Asiatic,mrt,135000,11.0,13.0,Africa,44
BADAGA,Dravidian,bfq,135000,11.67,76.75,Asia,38
HUASTEC_VERACRUZ,Mayan,hus,132000,21.33,-98.25,SouthAmerica,26
BETE_DALOA,Atlantic-Congo,bev,130000,6.25,-6.25,Africa,37
LIMBUM,Atlantic-Congo,lmp,130000,6.55,10.8,Africa,35
TSUVADI,Atlantic-Congo,tvd,130000,10.77,5.4,Africa,52
DOGON_JAMSAY,Dogon,djm,130000,14.4,-2.4,Africa,60
BIRIFOR_SOUTHERN,Atlantic-Congo,biv,129310,9.67,-2.67,Africa,52
EFUTU,Atlantic-Congo,afu,129000,5.33,-0.75,Africa,50
CHIN_HAKA,Sino-Tibetan,cnh,125000,22.67,93.67,Asia,52
DITAMMARI,Atlantic-Congo,tbz,122600,10.25,1.25,Africa,32
NORTHWESTERN_KOLAMI,Dravidian,kfb,122000,20.0,78.5,Asia,34
KAKO_2,Atlantic-Congo,kkj,121400,4.33,14.25,Africa,50
BILIN_2,Afro-Asiatic,byn,120000,15.75,38.5,Africa,38
TUKANG_BESI_NORTHERN,Austronesian,khc,120000,-5.5,123.5,Oceania,29
BOZO_TIEYAHO,Mande,boz,118000,15.0,-4.0,Africa,36
AKLANON,Austronesian,akl,116800,11.58,122.33,Oceania,20
BENDEGHE,Atlantic-Congo,etu,116700,5.42,8.67,Africa,27
KUNYI,Atlantic-Congo,njx,116000,-4.0,12.9,Africa,55
CURVA,Quechuan,qul,116000,-15.13,-68.99,SouthAmerica,28
KWAYA_2,Atlantic-Congo,kya,115000,-1.75,33.75,Africa,29
ERZYA,Uralic,myv,114540,53.0,45.5,Europe,35
YALUNKA,Mande,yal,114100,10.0,-11.0,Africa,33
JUDEO_ESPAGNOL,Indo-European,lad,112000,40.0,33.0,Europe,34
TWUMWU,Atlantic-Congo,tik,110000,5.83,11.67,Africa,46
ZAIWA,Sino-Tibetan,atb,110000,24.33,98.0,Asia,32
ASTURIAN,Indo-European,ast,110000,43.25,-6.0,Europe,26
KOFYAR,Afro-Asiatic,kwl,110000,8.83,9.17,Africa,36
WANECI,Indo-European,wne,108000,30.1,67.94,Asia,30
NARA,Nara,nrb,108000,15.08,37.58,Africa,22
OROKO,Atlantic-Congo,bdu,106000,4.83,9.33,Africa,29
SAMAL,Austronesian,sml,105000,5.42,120.67,Oceania,36
TAI_DAENG,Tai-Kadai,tyr,105000,19.42,104.8,Asia,35
NAGA_SUMI,Sino-Tibetan,nsm,104000,26.0,94.5,Asia,49
TADAKSAHAK,Songhay,dsq,101800,15.52,2.13,Africa,70
BIALI,Atlantic-Congo,beh,101080,11.33,1.17,Africa,27
TERA,Afro-Asiatic,ttr,101000,11.0,11.83,Africa,48
SWAHILI_MWANI,Atlantic-Congo,wmw,100000,-11.2,40.23,Africa,26
CE,Atlantic-Congo,ruk,100000,9.83,8.58,Africa,57
BAKOSSI,Atlantic-Congo,bss,100000,4.8,9.62,Africa,44
NTOMBA,Atlantic-Congo,nto,100000,-2.0,18.33,Africa,30
NCO,Atlantic-Congo,mda,100000,8.75,8.25,Africa,41
TSAMBAAN_YANZ,Atlantic-Congo,yns,100000,-3.83,18.0,Africa,42
ADIOUKROU,Atlantic-Congo,adj,100000,5.42,-4.58,Africa,31
MAYOGO,Atlantic-Congo,mdm,100000,3.17,28.17,Africa,46
BEMBE,Atlantic-Congo,beq,100000,-3.92,14.08,Africa,41
MBEMBE,Atlantic-Congo,mfn,100000,6.08,8.42,Africa,37
AOMA,Atlantic-Congo,ema,100000,7.08,5.92,Africa,48
KAPAUKU,Nuclear_Trans_New_Guinea,ekg,100000,-3.83,135.5,Oceania,15
BAFUT,Atlantic-Congo,bfd,100000,6.25,9.92,Africa,49
NGITI,Central_Sudanic,niy,100000,1.67,30.25,Africa,56
BEKWARRA,Atlantic-Congo,bkv,100000,6.75,8.92,Africa,36
BOLE,Afro-Asiatic,bol,100000,11.33,11.25,Africa,38
MODO,Central_Sudanic,bex,100000,6.0,30.0,Africa,49
MAMBILA,Atlantic-Congo,mzk,99000,6.75,11.5,Africa,43
TSHANGLA,Sino-Tibetan,tsj,98800,27.83,92.17,Asia,37
SEDANG,Austroasiatic,sed,97520,14.83,108.0,Asia,53
KALI,Atlantic-Congo,kbn,97460,6.67,16.33,Africa,57
DAUR,Mongolic,dta,96100,48.0,124.0,Asia,29
BUOL,Austronesian,blf,96000,1.0,121.5,Oceania,23
BALANTA_GANJA,Atlantic-Congo,bjt,96000,12.25,-15.33,Africa,50
PANGWA,Atlantic-Congo,pbr,95000,-10.0,34.75,Africa,35
INGASSANA,Eastern_Jebel,tbi,93000,11.5,34.0,Africa,33
JANJERO,Ta-Ne-Omotic,jnj,92200,7.83,37.33,Africa,40
MOFU_GUDUR,Afro-Asiatic,mif,90000,10.5,14.0,Africa,44
MBAY,Central_Sudanic,myb,88300,8.25,17.5,Africa,44
GUDE,Afro-Asiatic,gde,88000,10.42,13.42,Africa,36
DUALA,Atlantic-Congo,dua,87700,4.0,9.42,Africa,33
ESTONIAN_VORO,Uralic,vro,87000,57.85,27.0,Europe,44
KUO,Atlantic-Congo,oku,87000,6.25,10.5,Africa,29
ISTHMUS_ZAPOTEC,Otomanguean,zai,85000,16.42,-95.0,SouthAmerica,32
SQULIQ_ATAYAL,Austronesian,tay,84300,24.5,121.33,Asia,27
TZUTUJIL_SAN_JUAN_LA_LAGUNA,Mayan,tzj,83800,14.7,-91.28,SouthAmerica,35
NAGA_CHOKRI,Sino-Tibetan,nri,83600,25.95,94.3,Asia,39
JIARONG_2,Sino-Tibetan,jya,83000,31.5,102.0,Asia,57
NAGA_MAO,Sino-Tibetan,nbi,81000,25.5,94.33,Asia,30
TENGGER_NGADAS,Austronesian,tes,80000,-7.92,112.5,Oceania,42
GIUR,Nilotic,lwo,80000,8.0,28.0,Africa,32
NGIZIM,Afro-Asiatic,ngi,80000,12.08,10.92,Africa,40
PAPANTLA_TOTONAC,Totonacan,top,80000,20.33,-97.33,SouthAmerica,26
TORWALI,Indo-European,trw,80000,34.25,72.0,Asia,51
YAMBA,Atlantic-Congo,yam,80000,6.42,11.08,Africa,38
NYALA,Dajuic,daj,80000,12.25,25.25,Africa,30
NGANGAM,Atlantic-Congo,gng,77400,10.25,0.42,Africa,39
TAMAHAQ_TAHAGGART_2,Afro-Asiatic,thv,77000,23.0,6.0,Africa,37
MIRI,Kadugli-Krongo,xtc,75000,10.83,29.67,Africa,32
ZAPOTEC_LOXICHA,Otomanguean,ztp,75000,16.0,-96.6,SouthAmerica,30
BANNA,South_Omotic,amf,74500,5.0,36.5,Africa,35
MAZAHUA_CENTRAL,Otomanguean,maz,74000,19.42,-99.92,SouthAmerica,63
CHAM_EASTERN,Austronesian,cjm,72900,11.33,108.5,Asia,30
NORTHERN_EMBERA,Chocoan,emp,72200,6.83,-77.17,SouthAmerica,32
AKPAFU,Atlantic-Congo,akp,71900,7.25,0.42,Africa,37
NEMBE,Ijoid,ijs,71500,4.5,6.42,Africa,44
SOQOTRI_2,Afro-Asiatic,sqt,71400,12.5,54.0,Asia,34
BURJI_2,Afro-Asiatic,bji,70100,5.5,37.83,Africa,36
MIZA,Central_Sudanic,mgd,70000,4.75,29.75,Africa,38
JUMJUM,Nilotic,jum,70000,10.58,34.0,Africa,39
LEPCHA,Sino-Tibetan,lep,69800,27.17,88.5,Asia,36
CHIRIGUANO,Tupian,gui,69530,-23.67,-64.33,SouthAmerica,24
FAROESE,Indo-European,fao,69000,62.0,-7.0,Europe,36
NCHUMURU,Atlantic-Congo,ncu,69000,7.75,0.25,Africa,30
WAAMA,Atlantic-Congo,wwa,68600,10.58,1.67,Africa,41
ORMA,Afro-Asiatic,orc,66300,-2.0,39.5,Africa,33
TJUBAR_PAIWAN,Austronesian,pwn,66100,22.5,120.83,Asia,26
GIDAR,Afro-Asiatic,gid,65700,10.0,14.0,Africa,38
QHALAXARZI,Atlantic-Congo,xkv,65400,-24.33,22.5,Africa,53
KINNAURI,Sino-Tibetan,kfk,65100,31.5,78.0,Asia,46
KENYANG_KITWII,Atlantic-Congo,ken,65000,5.67,9.5,Africa,41
MONO_CONGO,Atlantic-Congo,mnh,65000,4.0,19.0,Africa,44
MBE,Atlantic-Congo,mfo,65000,6.58,8.83,Africa,37
OJILA,Central_Sudanic,avu,65000,4.67,30.0,Africa,55
KOMI_PERMYAK,Uralic,koi,63100,59.5,54.5,Europe,37
RAWANG,Sino-Tibetan,raw,63000,27.5,97.5,Asia,34
NGOMBA,Atlantic-Congo,jgo,63000,5.67,10.25,Africa,27
ACHANG,Sino-Tibetan,acn,62700,25.0,98.5,Asia,59
CHAMORRO,Austronesian,cha,62500,13.45,144.75,Oceania,36
SAMBA_LEKO,Atlantic-Congo,ndi,62000,8.5,12.5,Africa,34
JIVARO_SHUAR,Chicham,jiv,61900,-2.5,-78.0,SouthAmerica,24
GAELIC_SCOTTISH,Indo-European,gla,61170,57.0,-4.0,Europe,82
NATENI,Atlantic-Congo,ntm,61000,10.5,1.17,Africa,40
SAURIA_PAHARIA,Dravidian,mjt,61000,25.0,87.33,Asia,34
NAFAARA,Atlantic-Congo,nfr,61000,8.0,-2.58,Africa,44
NIGBIKAN,Mande,kga,60000,8.65,-6.25,Africa,43
NAHUATL_DEL_NORTE_DEL_ESTADO_DE_PUEBLA,Uto-Aztecan,ncj,60000,20.0,-98.25,SouthAmerica,20
NGADHA,Austronesian,nxg,60000,-8.83,121.0,Oceania,27
MURLE,Surmic,mur,60000,6.5,33.5,Africa,26
DIDINGA,Surmic,did,60000,4.05,33.05,Africa,58
A53_BAFIA_RIKPA,Atlantic-Congo,ksf,60000,5.0,11.17,Africa,48
SANDAWE,Sandawe,sad,60000,-5.0,35.0,Africa,54
IBANI,Ijoid,iby,60000,4.42,7.25,Africa,38
GAGU,Mande,ggu,60000,6.5,-5.5,Africa,36
SIANG,Austronesian,sya,60000,-0.33,114.75,Oceania,17
KWEZO,Atlantic-Congo,kws,60000,-5.0,18.83,Africa,25
DANGALEAT,Afro-Asiatic,daa,60000,12.17,18.33,Africa,28
LILIKO,Atlantic-Congo,lik,60000,2.08,27.58,Africa,45
RENDILLE_2,Afro-Asiatic,rel,60000,2.0,37.5,Africa,33
AKASELEM,Atlantic-Congo,aks,59200,8.83,1.33,Africa,52
SAURI,Afro-Asiatic,shv,59000,17.5,55.0,Asia,38
KRACHI,Atlantic-Congo,kye,58000,7.9,-0.01,Africa,44
MAWO_QIANG,Sino-Tibetan,cng,57800,32.06,103.17,Asia,73
WEST_GREENLANDIC,Eskimo-Aleut,kal,57000,64.0,-51.0,NorthAmerica,38
PLANG,Austroasiatic,blr,55200,21.57,100.13,Asia,40
PURHEPECHA_2,Tarascan,tsz,55000,19.5,-101.67,SouthAmerica,32
DENGEBU,Narrow_Talodi,dec,55000,10.75,29.9,Africa,26
AGUARUNA_2,Chicham,agr,53600,-5.0,-78.0,SouthAmerica,20
PARJI,Dravidian,pci,51200,19.5,82.5,Asia,31
GOLIN,Nuclear_Trans_New_Guinea,gvf,51100,-6.33,144.75,Oceania,23
MBUM,Atlantic-Congo,mdd,51100,7.75,13.17,Africa,38
KERA,Afro-Asiatic,ker,50500,9.83,15.08,Africa,30
MUNGAKA,Atlantic-Congo,mhk,50100,5.92,10.0,Africa,33
MABAAN,Nilotic,mfz,50000,9.75,33.75,Africa,45
TIRURAY,Austronesian,tiy,50000,6.75,124.17,Oceania,22
BALESE,Central_Sudanic,les,50000,2.0,29.0,Africa,42
TOURA,Mande,neb,50000,7.9,-7.5,Africa,50
DOGON,Dogon,dts,50000,14.5,-3.33,Africa,28
JILI,Atlantic-Congo,mgi,50000,8.5,8.33,Africa,48
IZERE,Atlantic-Congo,izr,50000,10.0,9.0,Africa,39
BUEM_LELEMI,Atlantic-Congo,lef,48900,7.33,0.5,Africa,34
CHEPANG,Sino-Tibetan,cdm,48500,27.67,84.75,Asia,24
HUICHOL,Uto-Aztecan,hch,47600,22.0,-104.0,SouthAmerica,25
TIKUNA,Ticuna-Yuri,tca,47200,-4.0,-70.5,SouthAmerica,38
MBUKUSHU,Atlantic-Congo,mhw,47100,-18.0,22.83,Africa,29
KUTEB,Atlantic-Congo,kub,46000,7.17,10.0,Africa,46
AMUZGO,Otomanguean,amu,45900,16.83,-98.0,SouthAmerica,37
NLE_MBO,Atlantic-Congo,mbo,45000,5.2,10.05,Africa,31
B11c_GALWA_2,Atlantic-Congo,mye,45000,-1.25,9.5,Africa,36
KEWA_EAST,Nuclear_Trans_New_Guinea,kjs,45000,-6.33,143.92,Oceania,20
BAGIRMI,Central_Sudanic,bmi,44800,11.67,16.0,Africa,48
RERE,Heibanic,kib,44300,11.87,30.47,Africa,45
WOSERA,Ndu,abt,44000,-3.83,143.0,Oceania,24
ARGOBBA,Afro-Asiatic,agj,43700,10.17,40.08,Africa,38
WANDALA,Afro-Asiatic,mfi,43500,11.5,13.75,Africa,52
NDUT_FALOR,Atlantic-Congo,ndv,43000,14.92,-16.92,Africa,34
KHAKAS,Turkic,kjh,42610,53.0,90.0,Asia,39
TEDAGA,Saharan,tuq,42500,20.0,19.0,Africa,35
BURUN,Nilotic,bdi,41000,10.75,34.0,Africa,38
TOBA,Guaicuruan,tob,40760,-26.5,-59.0,SouthAmerica,28
WA_2,Austroasiatic,wbm,40700,23.0,98.0,Asia,49
TEOCUITLAPA_MEPHAA,Otomanguean,tpx,40200,17.35,-98.93,SouthAmerica,30
HUANUCO,Quechuan,qub,40000,-9.81,-76.24,SouthAmerica,22
YAURE,Mande,yre,40000,6.96,-5.55,Africa,45
TIRO,Heibanic,tic,40000,10.97,30.95,Africa,42
NONI,Atlantic-Congo,nhu,40000,6.42,10.58,Africa,33
KEO,Austronesian,xxk,40000,-8.83,121.25,Oceania,30
ITOO,Atlantic-Congo,ahs,40000,9.33,7.42,Africa,36
KOOZIME,Atlantic-Congo,ozm,40000,3.4,13.1,Africa,52
ITEN,Atlantic-Congo,etx,40000,9.73,8.63,Africa,74
MIDDLE_WAHGI,Nuclear_Trans_New_Guinea,wgi,39000,-5.83,144.72,Oceania,23
BABANKI,Atlantic-Congo,bbk,39000,6.08,10.32,Africa,33
B77a_KUKUYA_1,Atlantic-Congo,kkw,38800,-2.33,14.5,Africa,28
PURIK,Sino-Tibetan,prx,37700,34.67,76.0,Asia,37
SHINASSHA_2,Ta-Ne-Omotic,bwo,37500,10.42,36.17,Africa,25
CHONTAL_TABASCO,Mayan,chf,37100,18.17,-92.58,SouthAmerica,37
CAR,Austroasiatic,caq,37000,9.0,93.0,Asia,25
RUTUL,Nakh-Daghestanian,rut,36400,41.5,47.42,Asia,64
DCIRIKU,Atlantic-Congo,diu,36000,-18.33,21.67,Africa,28
ROR,Atlantic-Congo,gel,36000,11.5,4.83,Africa,56
MAJI,Dizoid,mdx,35950,6.16,36.5,Africa,30
PEVE_LAME,Afro-Asiatic,lme,35720,9.0,14.5,Africa,38
KARELIAN,Uralic,krl,35600,64.0,32.0,Europe,30
ASHANINKA,Arawakan,cni,35200,-12.0,-74.0,SouthAmerica,21
ISAMORONG_IVATAN,Austronesian,ivv,35000,20.28,121.93,Oceania,23
MMEN,Atlantic-Congo,bfm,35000,6.33,10.25,Africa,41
NUGUNU,Atlantic-Congo,yas,35000,4.58,11.25,Africa,26
GUAHIBO,Guahiboan,guh,34200,5.0,-69.0,SouthAmerica,29
MUNDANI,Atlantic-Congo,mnf,34000,5.67,9.92,Africa,41
KURUX_NEPALI,Dravidian,kxl,33700,26.6,86.0,Asia,39
BIJOGO,Atlantic-Congo,bjg,33400,11.33,-16.0,Africa,25
KULUNG,Sino-Tibetan,kle,33200,27.5,87.0,Asia,43
PACOH,Austroasiatic,pac,32500,16.42,107.08,Asia,33
BRAO,Austroasiatic,brb,32230,14.17,107.5,Asia,31
BETTA_KURUMBA,Dravidian,xub,32000,11.48,76.73,Asia,37
KRUMAN,Atlantic-Congo,ted,31450,4.59,-7.26,Africa,39
POHNPEIAN,Austronesian,pon,31350,6.88,158.3,Oceania,20
GLAVDA,Afro-Asiatic,glw,31300,11.24,13.9,Africa,43
YENGORU,Ndu,bzf,31300,-3.5,143.5,Oceania,25
MBALANGWE,Atlantic-Congo,sbs,30870,-17.75,24.92,Africa,51
YAROS,Austronesian,adz,30000,-6.3,146.2,Oceania,25
BAKAKA,Atlantic-Congo,bqz,30000,4.8,9.88,Africa,34
BIAK,Austronesian,bhw,30000,-1.17,136.05,Oceania,24
GALO,Sino-Tibetan,adl,30000,28.23,94.04,Asia,29
KAUEN,Kxa,ktz,30000,-21.33,21.75,Africa,141
SENTANI,Sentanic,set,30000,-2.58,140.58,Oceania,17
CHETILLA,Quechuan,qvc,30000,-7.15,-78.67,SouthAmerica,22
MORO,Heibanic,mor,30000,11.0,30.17,Africa,29
TSCHEREMISSISCH_KOZMODEMJANSK,Uralic,mrj,30000,57.0,58.0,Europe,34
DGHWEDE,Afro-Asiatic,dgh,30000,11.0,13.67,Africa,38
EKPEYE,Atlantic-Congo,ekp,30000,5.0,6.67,Africa,37
BOZO_HAINYAHO,Mande,bzx,30000,13.92,-5.5,Africa,34
MAMBILA_ATTA,Atlantic-Congo,mcu,30000,6.75,11.5,Africa,25
KOHUMONO,Atlantic-Congo,bcs,30000,6.03,8.2,Africa,38
PODOKO,Afro-Asiatic,pbi,30000,11.0,14.08,Africa,35
KULANGO_BOUNA,Atlantic-Congo,nku,29900,9.0,-3.0,Africa,46
HDI,Afro-Asiatic,xed,29000,11.87,13.72,Africa,41
WARAO,Warao,wba,28500,9.33,-61.67,SouthAmerica,21
APATANI,Sino-Tibetan,apt,28400,27.5,93.75,Asia,40
PAGIBETE,Atlantic-Congo,pae,28000,3.08,22.0,Africa,51
ZAPOTEC_SAN_LUCAS_QUIAVINI,Otomanguean,zab,28000,16.9,-96.47,SouthAmerica,47
KARSHI,Afro-Asiatic,gwn,27300,8.67,8.08,Africa,46
SIDEME,Atlantic-Congo,avn,27200,6.83,0.42,Africa,50
BABUNGO,Atlantic-Congo,bav,27000,6.12,10.42,Africa,82
RAVULA,Dravidian,yea,26900,12.72,75.37,Asia,39
AGHEM_WEH,Atlantic-Congo,agq,26700,6.67,10.0,Africa,35
MAL,Austroasiatic,mlf,26700,19.33,101.25,Asia,41
KSINMUL_2,Austroasiatic,puo,26570,21.08,104.0,Asia,38
GODIE,Atlantic-Congo,god,26400,5.42,-5.83,Africa,42
BAKA_SUDAN,Central_Sudanic,bdh,26300,4.83,29.25,Africa,46
SHIPIBO,Pano-Tacanan,shp,26000,-7.5,-75.0,SouthAmerica,24
TUKI,Atlantic-Congo,bag,26000,4.42,11.6,Africa,39
ZULGO,Afro-Asiatic,gnd,26000,10.83,14.08,Africa,34
OJIBWA_EASTERN,Algic,ojg,25900,46.0,-80.0,NorthAmerica,27
HARARI,Afro-Asiatic,har,25800,9.25,42.17,Africa,34
MONDO,Atlantic-Congo,muh,25800,4.5,30.0,Africa,41
NORTH_SAAMI,Uralic,sme,25700,69.0,24.0,Europe,74
FALI_MUCHELLA,Afro-Asiatic,fli,25000,10.5,13.4,Africa,50
ELOYI,Atlantic-Congo,afo,25000,8.0,8.17,Africa,51
PERO_2,Afro-Asiatic,pip,25000,9.58,11.0,Africa,30
KENSWEINSEI,Atlantic-Congo,ndb,25000,6.0,10.42,Africa,65
DABA,Afro-Asiatic,dbq,25000,10.17,13.75,Africa,47
ABUA,Atlantic-Congo,abn,25000,4.91,6.69,Africa,40
MFUMTE,Atlantic-Congo,nfu,24700,6.67,11.0,Africa,89
PINYIN,Atlantic-Congo,pny,24600,5.82,10.08,Africa,66
BABA,Atlantic-Congo,bbw,24500,6.12,10.52,Africa,30
QUECHUA_NAPO_LOWLAND,Quechuan,qvo,24000,-0.43,-76.67,SouthAmerica,23
JUANG,Austroasiatic,jun,23700,21.33,86.0,Asia,29
BANA,Afro-Asiatic,bcw,23000,10.25,13.35,Africa,44
LIKPE,Atlantic-Congo,lip,23000,7.35,0.52,Africa,33
JERE,Atlantic-Congo,jer,23000,10.25,8.83,Africa,44
